zone,zona,variable,diagnostic,lag,value
4,Zona 4,WPD,PACF,36,-0.0187157983692087
4,Zona 4,WPD,PACF,37,-0.00987951739070235
4,Zona 4,WPD,PACF,38,-0.00296690311124538
4,Zona 4,WPD,PACF,39,0.00457459729393318
4,Zona 4,WPD,PACF,40,0.0143717160397431
4,Zona 4,WPD,PACF,41,0.0275538288570575
4,Zona 4,WPD,PACF,42,0.0584423217666818
4,Zona 4,WPD,PACF,43,-0.0230917569424792
4,Zona 4,WPD,PACF,44,-0.0059216607211295
4,Zona 4,WPD,PACF,45,0.0261691110503423
4,Zona 4,WPD,PACF,46,-0.0701320258981978
4,Zona 4,WPD,PACF,47,0.00411257770865161
4,Zona 4,WPD,PACF,48,-0.00571580746103569
4,Zona 4,WPD,PACF,49,-0.0557812809206265
4,Zona 4,WPD,PACF,50,-0.00532610039137266
4,Zona 4,WPD,PACF,51,-0.0256289929326758
4,Zona 4,WPD,PACF,52,-0.0128761047769738
4,Zona 4,WPD,PACF,53,-0.00393483948354162
4,Zona 4,WPD,PACF,54,-0.0204626963712246
4,Zona 4,WPD,PACF,55,-0.042455094647042
4,Zona 4,WPD,PACF,56,-0.015566494001558
4,Zona 4,WPD,PACF,57,-0.0420491414104523
4,Zona 4,WPD,PACF,58,-0.0416298942950151
4,Zona 4,WPD,PACF,59,-0.00799999626094954
4,Zona 4,WPD,PACF,60,0.0283385343630546
